politycy: Jarosław Wałęsa
poeci: Adam Zagajewski
duchowni: Marek Solarczyk
duchowni: Marian Gołębiewski
politycy: Karol Popiel
politycy: Józef Haller
politycy: Stanisław Grabski
politycy: Marian Kukiel
politycy: Adam Ronikier
politycy: Jan Stanisław Jankowski
politycy: Łukasz Abgarowicz
politycy: Jan Maria Jackowski
politycy: Andrzej Stelmachowski
politycy: Krzysztof Brejza
sportowcy: Piotr Świerczewski
poeci: Ryszard Krynicki
dziennikarze: Eugeniusz Smolar
politycy: Andrzej Adamczyk
dziennikarze: Katarzyna Kozłowska
aktorzy: Rafał Maćkowiak
dziennikarze: Jan Strękowski
muzycy: Maja Sikorowska
sportowcy: Paddy Kelly
aktorzy: Alojzy Smolka
politycy: Beata Bublewicz
duchowni: Stanisław Nagy
dziennikarze: Maciej Zientarski
politycy: Jan Lityński
prawnicy: Mirosław Barszcz
politycy: Tadeusz Sławecki
politycy: Tomasz Garbowski
politycy: Stanisława Prządka
politycy: Wiesław Szczepański
politycy: Zbigniew Dolata
politycy: Domicela Kopaczewska
politycy: Bolesław Bierut
politycy: Olga Tokarczuk
dziennikarze: Józef Szaniawski
sportowcy: Leszek Blanik
sportowcy: Wojciech Szczęsny
politycy: Eugeniusz Grzeszczak
sportowcy: Adam Małysz
aktorzy: Zofia Wilczyńska
aktorzy: Maria Monti
politycy: Stanisław Mikołajczyk
prawnicy: Bogdan Borkowski
aktorzy: Jane Fonda
muzycy: Stevie Wonder
politycy: Mikołaj Kozakiewicz
poeci: Józef Komarewicz
politycy: Marek Rocki
politycy: Marek Matuszewski
malarze: Andrzej Owczarek
duchowni: Andrzej Śliwiński
muzycy: Jakub Badach
politycy: Eugeniusz Czykwin
politycy: Michał Seweryński
politycy: Jan Tarnowski
lekarze: Henryk Skarżyński
prawnicy: Antoni Górski
politycy: Rickard Falkvinge
politycy: Andrzej Czerwiński
politycy: Barbara Bubula
lekarze: Alicja Chybicka
politycy: Ryszard Bender
muzycy: Krzysztof Raczkowski
politycy: Ignacy Mościcki
sportowcy: Łukasz Wiśniewski
prawnicy: Bohdan Józef Paszkowski
dziennikarze: Andrzej Garlicki
politycy: Wacław Grzybowski
malarze: Edward Śmigły-Rydz
politycy: Sebastian Karpiniuk
politycy: Władysław Grabski
politycy: Marek Borowski
lekarze: Marian Zembala
prawnicy: Józef Musioł
politycy: Lidia Staroń
prawnicy: Ewa Polkowska
politycy: Władysław Sidorowicz
muzycy: Damian Marley
muzycy: Wanda Wiłkomirska
aktorzy: Elżbieta Kępińska
dziennikarze: Mieczysław Pszon
prawnicy: Krzysztof Bachmiński
muzycy: Olga Jackowska
politycy: Florian Siwicki
sportowcy: Józef Szewczyk
duchowni: Jan Długosz
muzycy: Józef Elsner
politycy: John Dalli
politycy: Mieczysław Kasprzak
politycy: Maria Nowak
dziennikarze: Beata Sadowska
dziennikarze: Alicja Resich-Modlińska
muzycy: Maciej Miecznikowski
dziennikarze: Michał Adamczyk
politycy: Jadwiga Zakrzewska
politycy: Hanna Suchocka
aktorzy: Maja Ostaszewska
muzycy: Grzegorz Piotrowski
lekarze: Olga Krzyżanowska
aktorzy: Krzysztof Górecki
dziennikarze: Jarosław Zabiega
politycy: Izabela Kloc
politycy: Jan Mosdorf
lekarze: Marian Garlicki
lekarze: Adam Gruca
poeci: Marek Bieńkowski
politycy: Arkadiusz Litwiński
politycy: Halina Rozpondek
sportowcy: Łukasz Piątek
aktorzy: Dominika Kluźniak
politycy: Eugeniusz Kwiatkowski
lekarze: Ludwik Zamenhof
politycy: Ewa Malik
dziennikarze: Andrzej Drzycimski
duchowni: Alojzy Orszulik
politycy: Romuald Szeremietiew
politycy: Ahmed Yassin
sportowcy: Rafał Kwieciński
politycy: Witold Gintowt-Dziewałtowski
dziennikarze: Tomasz Szypuła
politycy: Aleksander Krawczuk
malarze: Krzysztof Jackowski
dziennikarze: Joanna Najfeld
politycy: Barbara Labuda
politycy: Władysław Serafin
aktorzy: Maciej Damięcki
aktorzy: Jacek Kawalec
sportowcy: Maciej Szczęsny
politycy: Witold Graboś
aktorzy: Grażyna Torbicka
politycy: Danuta Waniek
politycy: Waldemar Nowakowski
politycy: Jarosław Duda
aktorzy: Matthew Perry
politycy: Zbigniew Sosnowski
politycy: Józef Bąk
aktorzy: Jacek Fedorowicz
sportowcy: Wojciech Łuczak
politycy: Edward Czesak
muzycy: Irena Santor
aktorzy: Magdalena Zawadzka
malarze: Stanisław Ligoń
prawnicy: Jan Czajkowski
sportowcy: Theo Walcott
sportowcy: Grzegorz Mróz
aktorzy: Renata Dancewicz
politycy: Jan Łopata
poeci: Julia Hartwig
dziennikarze: Jerzy Giedroyc
duchowni: Grzegorz Strzelczyk
politycy: Maciej Rataj
sportowcy: Andrzej Strejlau
malarze: Mieczysław Kościelniak
muzycy: Zbigniew Łapiński
poeci: Włodzimierz Wysocki
aktorzy: Janusz Zaorski
muzycy: Przemysław Gintrowski
politycy: Anna Paluch
poeci: Ludwik Mierosławski
politycy: Ignacy Hryniewiecki
politycy: Jean-Claude Trichet
sportowcy: Magdalena Grzybowska
lekarze: Bernard Kouchner
politycy: Emil Constantinescu
politycy: Mikuláš Dzurinda
dziennikarze: Patrycja Kotecka
duchowni: Edward Dajczak
politycy: Andrzej Pałys
sportowcy: Michał Janicki
malarze: Michał Kulesza
muzycy: James Blunt
sportowcy: Vlatko Marković
politycy: Krzysztof Kozłowski
muzycy: Zbigniew Hołdys
dziennikarze: Anna Kalczyńska
dziennikarze: Andrzej Bilik
dziennikarze: Jerzy Domański
politycy: Stanisław Chmielewski
dziennikarze: Bogusław Piwowar
dziennikarze: Bogusław Szwedo
prawnicy: Tomasz Szatkowski
dziennikarze: Włodzimierz Ławniczak
dziennikarze: Katarzyna Hejke
dziennikarze: Krzysztof Skowroński
poeci: Joanna Roszak
politycy: Mieczysław Jagielski
lekarze: Adam Bugajski
politycy: Mariusz Kazana
politycy: Piotr Uszok
politycy: Connie Hedegaard
malarze: Jerzy Mierzejewski
politycy: Gabriela Masłowska
politycy: Elżbieta Kruk
poeci: Karol Sienkiewicz
aktorzy: Alicja Dąbrowska
lekarze: Andrzej Depko
politycy: Edmund Borawski
poeci: Wiktor Woroszylski
politycy: Sławomir Skrzypek
lekarze: Cezary Szczylik
poeci: Maria Konopnicka
politycy: Jerzy Regulski
politycy: Marian Piłka
politycy: Krzysztof Trawicki
duchowni: Tadeusz Bronakowski
dziennikarze: Marek Barański
duchowni: Juliusz Paetz
prawnicy: Marcin Wojcieszak
dziennikarze: Kinga Rusin
muzycy: Natalia Kukulska
sportowcy: Antoni Piechniczek
duchowni: Kazimierz Kowalski
duchowni: Henryk Muszyński
duchowni: Tadeusz Pikus
dziennikarze: Brygida Grysiak
politycy: Grzegorz Tobiszowski
sportowcy: Fabio Capello
aktorzy: Aleksandra Gajewska-Przydryga
politycy: Jacek Piechota
politycy: Sławomir Rybicki
sportowcy: Jadwiga Jędrzejowska
poeci: Jerzy Ficowski
sportowcy: Grzegorz Kaliciak
prawnicy: Włodzimierz Olszewski
malarze: Edward Dwurnik
malarze: Wilhelm Sasnal
dziennikarze: Krzysztof Feusette
poeci: Władysław Zawistowski
dziennikarze: Rafał Patyra
duchowni: Andrzej Siemieniewski
prawnicy: Bogdan Sawicki
duchowni: Jan Ozga
sportowcy: Glenn Smith
politycy: Małgorzata Handzlik
politycy: Kazimierz Sosnkowski
lekarze: Edward Malec
politycy: Teresa Liszcz
dziennikarze: Marcin Pawłowski
dziennikarze: Agnieszka Szulim-Badziak
politycy: Adam Ciołkosz
malarze: Józef Czapski
lekarze: Wojciech Rowiński
sportowcy: Andrea Pirlo
malarze: Wojciech Grabowski
muzycy: Grzegorz Miśkiewicz
poeci: Jan Romocki
poeci: Józef Szczepański
poeci: Teofil Budzanowski
lekarze: Józef Kaczmarek
politycy: Jerzy Kamiński
malarze: Jerzy Lubański
muzycy: Hubert Dobaczewski
muzycy: Jakub Pokorski
dziennikarze: Jakub Sobieniowski
prawnicy: Aryeh Neier
malarze: Jan Sawka
aktorzy: Anna Seniuk
aktorzy: Agata Buzek
aktorzy: Krystyna Zachwatowicz
aktorzy: Iwona Bielska
aktorzy: Ewa Kolasińska
aktorzy: Bożena Dykiel
aktorzy: Adam Woronowicz
aktorzy: Cezary Kosiński
aktorzy: Grzegorz Małecki
aktorzy: Michał Czernecki
aktorzy: Marcin Hycnar
muzycy: Michał Urbaniak
muzycy: Wojciech Karolak
dziennikarze: Elżbieta Jaworowicz
dziennikarze: Bertold Kittel
politycy: Urszula Gacek
poeci: Cezary Leżeński
aktorzy: Krystyna Feldman
aktorzy: Irena Kwiatkowska
aktorzy: Steven Spielberg
sportowcy: Natalia Partyka
muzycy: Anita Lipnicka
muzycy: Paulina Przybysz
muzycy: Halina Mlynkova
dziennikarze: Mariusz Jeliński
aktorzy: Piotr Pawłowski
politycy: Zbigniew Chlebowski
dziennikarze: Grzegorz Ilka
politycy: Krystyna Skowrońska
aktorzy: Piotr Polak
politycy: Józef Rojek
muzycy: Andrzej Szpilman
aktorzy: Weronika Rosati
politycy: Jerzy Kulej
aktorzy: Andrzej Łapicki
dziennikarze: Bogusław Wołoszański
dziennikarze: Dariusz Fikus
muzycy: Dorota Miśkiewicz
malarze: Józef Brandt
lekarze: Tytus Chałubiński
politycy: Jan Rulewski
prawnicy: Antoni Bogucki
muzycy: Tadeusz Sygietyński
muzycy: Bernard Ładysz
malarze: Maciej Bielawski
malarze: Józef Mehoffer
aktorzy: Halina Mikołajska
politycy: Jan Józef Lipski
politycy: Jan Piekałkiewicz
aktorzy: Karolina Gruszka
politycy: Witold Czarnecki
politycy: Daniel Bahr
politycy: Regina Pawłowska
sportowcy: Anna Szymańska
dziennikarze: Janusz Kawecki
politycy: Dariusz Szwed
politycy: Jerzy Ziętek
politycy: Mieczysław Tarnowski
politycy: Henry Kissinger
politycy: Paweł Śpiewak
malarze: Jerzy Nowosielski
politycy: Wojciech Kwiatkowski
prawnicy: Stanisław Rudnicki
muzycy: Urszula Dudziak
dziennikarze: Józef Mackiewicz
dziennikarze: Tadeusz Płużański
poeci: Jarosław Marek Rymkiewicz
dziennikarze: Zofia Korbońska
malarze: Wojciech Gerson
aktorzy: Jerzy Zelnik
aktorzy: Tamara Arciuch
aktorzy: Michael Peters
politycy: Waldemar Andzel
politycy: Michał Jach
aktorzy: Maciej Nowak
malarze: Monika Sosnowska
malarze: Agata Bogacka
politycy: Krystian Legierski
politycy: Javier Solana
prawnicy: Janusz Kochanowski
politycy: Longin Pastusiak
aktorzy: Zbigniew Zapasiewicz
aktorzy: Jan Englert
prawnicy: Stanisław Laskowski
poeci: Chinua Achebe
poeci: Tadeusz Różewicz
dziennikarze: Piotr Domaradzki
sportowcy: James Evans
muzycy: Wojciech Młynarski
muzycy: Lech Janerka
poeci: Tomasz Jamroziński
prawnicy: Janusz Skolimowski
malarze: Jacek Staniszewski
sportowcy: Paul Graham
duchowni: Guy Kawasaki
duchowni: Marian Florczyk
muzycy: Mark Kramer
sportowcy: Paweł Nowak
malarze: Jacek Sempoliński
dziennikarze: Katarzyna Janowska
politycy: Józef Poniatowski
malarze: Stefan Norblin
aktorzy: Henryk Tomaszewski
malarze: Roman Cieślewicz
malarze: Jan Młodożeniec
malarze: Wincenty Wodzinowski
aktorzy: Aleksander Ford
malarze: Jan Lenica
muzycy: Alban Berg
malarze: Tadeusz Gronowski
muzycy: Mikołaj Górecki
poeci: Edward Stachura
politycy: Andrzej Gałażewski
lekarze: Wiesław Jędrzejczak
duchowni: Mieczysław Żywczyński
aktorzy: Emilia Krakowska
duchowni: Andrzej Dziuba
poeci: Paweł Beręsewicz
poeci: Małgorzata Strzałkowska
politycy: Michał Wójcik
politycy: Jarosław Żaczek
lekarze: Andrzej Włodarczyk
dziennikarze: Jeffrey Gedmin
sportowcy: Adrian Zieliński
sportowcy: Anita Włodarczyk
dziennikarze: Jakub Strzyczkowski
malarze: Jan Lebenstein
dziennikarze: Stanisław Kwiatkowski
politycy: Maria Szyszkowska
muzycy: Tomasz Stańko
dziennikarze: Tomasz Kołodziejczak
politycy: Mark Kirk
aktorzy: Małgorzata Kochan
politycy: António Guterres
politycy: Łukasz Zbonikowski
sportowcy: Henryk Kasperczak
sportowcy: Lesław Ćmikiewicz
politycy: Stanislaw Tillich
